confirmed_cases,confirmed_deaths,majority_vaccinated,population_vaccinated
12201,108,NV,0
12410,110,NV,0
12495,111,NV,0
12743,112,NV,0
12971,114,NV,0
13099,115,NV,0
13351,117,NV,0
13568,117,NV,0
13852,131,NV,0
14066,131,NV,0
14403,132,NV,0
14574,133,NV,0
14704,133,NV,0
14993,139,NV,0
15217,143,NV,0
15402,144,NV,0
15789,144,NV,0
16020,145,NV,0
16257,150,NV,0
16563,150,NV,0
16905,157,NV,0
17148,158,NV,0
17431,168,NV,0
17667,168,NV,0
17968,172,NV,0
18165,181,NV,0
18406,186,NV,0
18890,191,NV,0
19115,191,NV,0
19588,197,NV,0
19944,201,NV,0
20145,201,NV,0
20459,205,NV,0
21035,205,NV,0
21409,206,NV,0
21612,206,NV,0
21898,206,NV,0
22188,206,NV,0
22499,206,NV,0
23200,207,NV,0
23200,207,NV,0
25059,219,NV,0
25730,220,NV,0
26369,220,NV,0
27071,220,NV,0
27532,221,NV,0
27766,224,NV,0
28168,225,NV,0
28733,225,NV,0
29361,228,NV,0
30071,230,NV,0
30702,230,NV,0
31187,231,NV,0
31384,238,NV,0
31910,238,NV,0
32399,245,NV,0
32914,245,NV,0
33360,245,NV,0
33563,245,NV,0
33811,248,NV,0
33973,248,NV,0
34281,250,NV,0
34677,251,NV,0
35216,251,NV,0
35511,265,NV,0
35712,274,NV,0
35922,274,NV,0
36050,274,NV,0
36407,290,NV,0
36702,294,NV,0
37074,297,NV,0
37296,300,NV,0
37554,301,NV,0
37742,301,NV,0
37808,302,NV,0
37948,303,NV,0
38085,304,NV,0
38085,304,NV,0
38085,304,NV,0
38085,304,NV,0
38085,304,NV,0
38085,304,NV,0
38534,305,NV,0
38628,305,NV,0
38806,316,NV,0
38935,317,NV,0
39044,317,NV,0
39149,317,NV,0
39188,318,NV,0
39261,318,NV,0
39314,318,NV,0
39424,318,NV,0
39490,324,NV,0
39533,324,NV,0
39579,324,NV,0
39606,325,NV,0
39651,325,NV,0
39685,327,NV,0
39735,327,NV,0
39789,327,NV,0
39821,327,NV,0
39848,327,NV,0
39860,327,NV,0
39883,327,NV,0
39911,328,NV,0
39942,328,NV,0
39979,328,NV,0
40019,328,NV,0
40019,328,NV,0
40055,328,NV,0
40063,331,NV,0
40102,331,NV,0
40154,331,NV,0
40168,331,NV,0
40199,333,NV,0
40213,333,NV,0
40221,333,NV,0
40243,333,NV,0
40261,334,NV,0
40300,334,NV,0
40322,334,NV,0
40335,334,NV,0
40357,334,NV,0
40367,334,NV,0
40395,334,NV,0
40408,334,NV,0
40426,334,NV,0
40452,334,NV,0
40452,334,NV,0
40464,334,NV,0
40479,334,NV,0
40490,334,NV,0
40520,334,NV,0
40535,334,NV,0
40544,334,NV,0
40544,334,NV,0
40581,334,NV,0
40591,334,NV,0
40593,334,NV,0
40607,334,NV,0
40625,334,NV,0
40651,334,NV,0
40651,334,NV,0
40671,334,NV,0
40687,334,NV,0
40719,334,NV,0
40719,334,NV,0
40734,334,NV,0
40751,335,NV,0
40767,335,NV,0
40794,335,NV,0
40820,335,NV,0
40839,335,NV,0
40867,335,NV,0
40889,335,NV,0
40924,335,NV,0
40962,335,NV,0
40962,335,NV,0
41016,335,NV,0
41023,335,NV,0
41046,337,NV,0
41062,337,NV,0
41086,337,NV,0
41113,337,NV,0
41140,337,NV,0
41174,337,NV,0
41204,337,NV,0
41237,338,NV,0
41263,338,NV,0
41310,338,NV,0
41340,338,NV,0
41378,338,NV,0
41396,339,NV,0
41422,341,NV,0
41475,341,NV,0
41529,341,NV,0
41575,341,NV,0
41575,341,NV,0
41655,341,NV,0
41715,341,NV,0
41737,341,NV,0
41766,341,NV,0
41797,342,NV,0
41866,342,NV,0
41905,342,NV,0
41905,342,NV,0
41973,342,NV,0
42032,342,NV,0
42102,343,NV,0
42152,345,NV,0
42224,346,NV,0
42308,346,NV,0
42355,346,NV,0
42384,346,NV,0
42427,346,NV,0
42487,346,NV,0
42578,346,NV,0
42674,347,NV,0
42674,347,NV,0
42779,347,NV,0
42859,347,NV,0
42930,349,NV,0
43094,350,NV,0
43223,350,NV,0
43370,350,NV,0
43507,350,NV,0
43734,356,NV,0.01
43919,357,NV,0.01
44074,358,NV,0.01
44281,359,NV,0.01
44594,361,NV,0.01
45231,361,NV,0.01
45931,362,NV,0.01
46623,362,NV,0.01
47147,362,NV,0.01
47761,362,NV,0.01
48676,364,NV,0.01
49759,365,NV,0.01
51006,374,NV,0.01
51676,374,NV,0.01
52935,383,NV,0.01
53961,383,NV,0.01
54669,388,NV,0.01
55511,392,NV,0.01
56949,402,NV,0.01
58515,408,NV,0.01
60250,423,NV,0.01
61977,428,NV,0.01
63099,434,NV,0.01
64521,459,NV,0.01
65631,508,NV,0.01
67215,542,NV,0.01
68779,584,NV,0.01
70176,626,NV,0.01
71543,660,NV,0.01
72679,680,NV,0.01
73401,714,NV,0.01
74260,752,NV,0.01
75537,781,NV,0.01
76562,830,NV,0.01
77505,868,NV,0.01
78394,903,NV,0.01
79089,956,NV,0.01
79434,989,NV,0.01
79977,1023,NV,0.01
81034,1061,NV,0.01
82082,1111,NV,0.01
82852,1111,NV,0.01
83636,1111,NV,0.01
84116,1966,NV,0.01
84554,1995,NV,0.01
84979,2012,NV,0.01
85581,2033,NV,0.01
86140,2062,NV,0.01
86755,2090,NV,0.01
87277,2104,NV,0.01
87756,2129,NV,0.01
88194,2164,NV,0.01
88674,2203,NV,0.01
89080,2249,NV,0.01
89514,2286,NV,0.01
89974,2324,NV,0.01
90391,2353,NV,0.01
90656,2392,NV,0.01
90910,2412,NV,0.01
91162,2425,NV,0.01
91355,2483,NV,0.01
91710,2496,NV,0.01
92115,2526,NV,0.01
92490,2557,NV,0.01
92724,2579,NV,0.01
92795,2590,NV,0.01
93122,2605,NV,0.01
93282,2632,NV,0.01
93675,2661,NV,0.01
93927,2690,NV,0.01
94195,2696,NV,0.01
94425,2710,NV,0.01
94537,2725,NV,0.01
94739,2734,NV,0.01
94904,2752,NV,0.01
95226,2771,NV,0.01
95474,2785,NV,0.01
95723,2793,NV,0.01
95875,2808,NV,0.01
95955,2812,NV,0.01
96067,2821,NV,0.01
96224,2832,NV,0.01
96497,2856,NV,0.01
96678,2863,NV,0.01
96987,2882,NV,0.01
97124,2893,NV,0.01
97186,2905,NV,0.01
97294,2917,NV,0.01
97453,2931,NV,0.01
97453,2931,NV,0.51
97453,2931,NV,0.51
97453,2931,NV,0.51
118777,2960,NV,0.51
118900,2962,NV,0.51
119037,2968,NV,0.51
119141,2973,NV,0.51
119327,2981,NV,0.51
119544,2985,NV,0.51
119732,2991,NV,0.51
119825,3006,NV,0.51
119915,3012,NV,0.51
120075,3023,NV,0.78
120208,3031,NV,0.78
120377,3038,NV,0.78
120466,3041,NV,0.78
120581,3045,NV,0.78
120662,3053,NV,0.78
120714,3061,NV,0.78
120847,3068,NV,0.78
120990,3074,NV,0.78
121166,3085,NV,0.78
121296,3092,NV,0.78
121510,3095,NV,0.78
121587,3099,NV,0.78
121617,3103,NV,0.78
121687,3106,NV,0.78
121784,3115,NV,0.78
121984,3119,NV,0.78
122083,3123,NV,0.78
122212,3128,NV,0.78
122277,3129,NV,0.78
122405,3130,NV,0.78
122502,3135,NV,0.88
122591,3137,NV,0.88
122903,3140,NV,0.88
123066,3143,NV,0.88
123181,3145,NV,0.88
123245,3146,NV,0.88
123340,3148,NV,0.88
123445,3152,NV,0.88
123572,3156,NV,0.88
123742,3159,NV,0.88
123857,3159,NV,0.88
123976,3160,NV,0.88
124039,3162,NV,0.88
124098,3163,NV,0.88
124190,3165,NV,0.88
124254,3170,NV,0.88
124437,3172,NV,0.88
124544,3174,NV,0.88
124646,3176,NV,0.88
124736,3177,NV,0.88
124808,3179,NV,0.88
124864,3179,NV,0.88
124924,3179,NV,0.88
125049,3180,NV,0.88
125094,3182,NV,0.88
125186,3185,NV,0.88
125261,3185,NV,0.88
125283,3187,NV,0.88
125364,3188,NV,0.88
125426,3192,NV,0.88
125537,3194,NV,0.88
125645,3198,NV,0.88
125710,3200,NV,0.88
125758,3200,NV,0.88
125788,3200,NV,0.88
125861,3204,NV,0.88
125920,3209,NV,0.88
126000,3210,NV,0.88
126075,3215,NV,0.88
126171,3215,NV,0.88
126236,3215,NV,0.88
126272,3217,NV,0.88
126321,3219,NV,0.88
126348,3222,NV,0.88
126407,3224,NV,0.88
126492,3226,NV,0.88
126570,3227,NV,0.88
126625,3228,NV,0.88
126644,3230,NV,0.88
126714,3231,NV,0.88
126763,3234,NV,0.88
126833,3236,NV,0.88
126889,3237,NV,0.88
126923,3238,NV,0.88
126965,3239,NV,1.93
127002,3241,NV,1.93
127046,3244,NV,1.93
127073,3247,NV,1.93
127128,3256,NV,1.93
127128,3256,NV,1.93
127177,3256,NV,1.93
127237,3256,NV,1.93
127268,3250,NV,1.93
127305,3250,NV,1.93
127337,3250,NV,1.93
127413,3251,NV,1.93
127423,3252,NV,1.93
127451,3252,NV,1.93
127523,3252,NV,1.93
127550,3252,NV,1.93
127589,3252,NV,1.93
127618,3252,NV,1.93
127651,3253,NV,1.93
127651,3254,NV,1.93
127655,3254,NV,1.93
127756,3256,NV,1.93
127775,3258,NV,1.93
127822,3261,NV,1.93
127863,3263,NV,2.73
127944,3265,NV,2.73
127944,3267,NV,2.73
127973,3268,NV,2.73
128100,3269,NV,2.73
128187,3269,NV,2.73
128279,3269,NV,2.73
128369,3271,NV,2.73
128578,3272,NV,2.73
128764,3272,NV,2.73
129061,3273,NV,2.73
129319,3274,NV,2.98
129676,3274,NV,2.98
130178,3274,NV,2.98
130888,3274,NV,2.98
131981,3274,NV,2.98
133232,3274,NV,2.98
134348,3275,NV,2.98
135091,3280,NV,2.98
136065,3285,NV,2.98
137337,3287,NV,2.98
139079,3291,NV,2.98
140737,3294,NV,2.98
142604,3297,NV,2.98
144540,3302,NV,2.98
145963,3306,NV,2.98
146843,3312,NV,2.98
148609,3313,NV,2.98
150368,3325,NV,2.98
150368,3325,NV,2.98
152778,3337,NV,2.98
153762,3339,NV,2.98
154578,3357,NV,3.83
155443,3361,NV,3.83
156113,3370,NV,3.83
156704,3378,NV,3.83
157227,3385,NV,3.83
157754,3394,NV,3.83
158238,3411,NV,3.83
158743,3424,NV,3.83
158933,3437,NV,3.83
159270,3449,NV,3.83
159521,3459,NV,3.83
159807,3463,NV,3.83
160146,3465,NV,3.83
160352,3474,NV,4.08
160572,3483,NV,4.08
160778,3497,NV,4.08
160974,3507,NV,4.08
161259,3515,NV,4.08
161421,3522,NV,4.08
161503,3523,NV,4.08
161693,3527,NV,4.08
161839,3533,NV,4.26
161929,3538,NV,4.26
162007,3545,NV,4.26
162049,3545,NV,4.26
162136,3549,NV,4.26
162203,3552,NV,4.26
162273,3557,NV,4.26
162375,3566,NV,4.26
162442,3568,NV,4.26
162510,3570,NV,4.26
162559,3572,NV,4.26
162639,3575,NV,4.26
162639,3575,NV,4.26
162696,3575,NV,4.26
162822,3579,NV,4.26
162869,3580,NV,4.26
162932,3582,NV,4.26
162932,3582,NV,4.26
162973,3582,NV,4.26
163004,3582,NV,4.26
163032,3582,NV,4.26
163116,3585,NV,5.73
163138,3585,NV,5.73
163152,3585,NV,5.73
163179,3585,NV,5.73
163231,3585,NV,5.73
163231,3585,NV,5.73
163250,3588,NV,5.73
163307,3588,NV,5.73
163342,3588,NV,5.73
163342,3588,NV,5.73
163383,3588,NV,5.73
163383,3590,NV,5.73
163383,3590,NV,5.73
163383,3590,NV,5.73
163402,3592,NV,5.73
163416,3592,NV,5.73
163454,3593,NV,6.32
163513,3593,NV,6.32
163529,3594,NV,6.32
163529,3594,NV,6.32
163529,3594,NV,6.32
163541,3594,NV,16.96
163597,3594,NV,16.96
163609,3594,NV,16.96
163627,3595,NV,16.96
163634,3595,NV,16.96
163635,3595,NV,16.96
163688,3595,NV,16.96
163768,3595,NV,16.96
163768,3595,NV,16.96
163775,3595,NV,16.96
163817,3595,NV,16.96
163830,3595,NV,16.96
163843,3595,NV,16.96
163862,3595,NV,16.96
163869,3596,NV,16.96
163878,3596,NV,16.96
163892,3596,NV,16.96
163905,3596,NV,16.96
163919,3596,NV,16.96
163932,3596,NV,16.96
163936,3596,NV,16.96
163949,3596,NV,16.96
163951,3596,NV,16.96
163954,3596,NV,16.96
163954,3596,NV,16.96
163972,3596,NV,16.96
163985,3596,NV,16.96
163993,3596,NV,21.43
163996,3596,NV,21.43
164012,3596,NV,21.43
164024,3596,NV,21.43
164035,3597,NV,21.43
164042,3597,NV,21.43
164051,3597,NV,21.43
164051,3597,NV,21.43
164055,3597,NV,21.43
164058,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.43
164069,3597,NV,21.66
164069,3597,NV,21.66
164069,3597,NV,21.66
164084,3597,NV,21.66
164084,3597,NV,21.66
164084,3597,NV,21.69
164104,3597,NV,21.69
164104,3597,NV,21.69
164104,3597,NV,21.69
164104,3597,NV,21.69
164118,3598,NV,21.69
164118,3598,NV,21.69
164118,3598,NV,22.37
164149,3598,NV,22.37
164153,3598,NV,22.37
164153,3598,NV,22.37
164153,3598,NV,22.37
164153,3598,NV,22.37
164153,3598,NV,22.37
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.53
164153,3598,NV,22.57
164153,3598,NV,22.57
164331,3600,NV,22.57
164331,3600,NV,22.57
164331,3600,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.57
164366,3602,NV,22.84
165700,3602,NV,22.84
165734,3602,NV,22.84
165803,3602,NV,22.84
165927,3602,NV,22.84
166046,3602,NV,22.84
166121,3602,NV,22.84
166237,3602,NV,22.84
166319,3602,NV,22.84
166378,3605,NV,22.84
166497,3605,NV,22.84
166593,3613,NV,22.84
166725,3613,NV,22.84
166809,3614,NV,22.84
166920,3615,NV,23.21
166954,3615,NV,23.21
166996,3618,NV,23.21
167122,3618,NV,23.21
167217,3618,NV,23.21
167301,3618,NV,23.21
167367,3620,NV,23.21
167452,3621,NV,23.59
167511,3621,NV,23.59
167511,3621,NV,23.59
167646,3621,NV,23.59
167719,3621,NV,23.59
167806,3621,NV,23.59
167876,3621,NV,23.59
167935,3621,NV,23.59
167979,3621,NV,23.59
167979,3621,NV,23.59
168009,3621,NV,23.59
168169,3622,NV,23.59
168227,3622,NV,23.59
168291,3622,NV,23.59
168360,3627,NV,24.65
168394,3627,NV,24.65
168440,3627,NV,24.65
168497,3627,NV,24.65
168569,3627,NV,24.65
168629,3627,NV,24.65
168724,3627,NV,24.65
168763,3627,NV,25.46
168776,3627,NV,25.46
168802,3627,NV,25.46
168845,3627,NV,25.46
168887,3627,NV,25.46
168887,3627,NV,25.46
168919,3627,NV,25.46
168978,3628,NV,25.99
169015,3628,NV,25.99
169124,3628,NV,25.99
169162,3628,NV,25.99
169189,3628,NV,25.99
169230,3628,NV,25.99
169230,3628,NV,25.99
169230,3628,NV,25.99
169250,3628,NV,25.99
169340,3628,NV,25.99
169340,3628,NV,25.99
169396,3628,NV,25.99
169396,3628,NV,25.99
169396,3628,NV,25.99
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.32
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.51
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.58
169396,3628,NV,26.81
169396,3628,NV,26.81
169396,3630,NV,26.81
169396,3630,NV,26.81
169396,3630,NV,26.81
169396,3630,NV,26.81
169396,3630,NV,26.81
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,26.89
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169396,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
169473,3630,NV,27.02
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
3,1,NV,0
3,1,NV,0
3,1,NV,0
7,1,NV,0
14,2,NV,0
14,2,NV,0
16,2,NV,0
29,3,NV,0
47,3,NV,0
73,3,NV,0
73,3,NV,0
97,3,NV,0
145,5,NV,0
196,5,NV,0
310,5,NV,0
356,9,NV,0
475,10,NV,0
548,13,NV,0
645,17,NV,0
794,20,NV,0
897,22,NV,0
1072,27,NV,0
1225,32,NV,0
1308,37,NV,0
1319,38,NV,0
1462,45,NV,0
1668,52,NV,0
1892,57,NV,0
2203,69,NV,0
2511,73,NV,0
2777,83,NV,0
3102,93,NV,0
3372,98,NV,0
3764,108,NV,0
4161,116,NV,0
4662,125,NV,0
5106,133,NV,0
5449,141,NV,0
5710,151,NV,0
6125,161,NV,0
6592,174,NV,0
7170,187,NV,0
7647,201,NV,0
8125,201,NV,0
8617,209,NV,0
9009,220,NV,0
9410,239,NV,0
9866,250,NV,0
10406,261,NV,0
10861,272,NV,0
11411,279,NV,0
11913,288,NV,0
12331,303,NV,0
12697,316,NV,0
13184,327,NV,0
13691,340,NV,0
14195,361,NV,0
14710,376,NV,0
15232,391,NV,0
15648,408,NV,0
16023,425,NV,0
16425,439,NV,0
16847,456,NV,0
17330,476,NV,0
17858,497,NV,0
18291,514,NV,0
18616,535,NV,0
18876,548,NV,0
19230,564,NV,0
19706,579,NV,0
20148,588,NV,0
20580,605,NV,0
20986,617,NV,0
21245,623,NV,0
21584,644,NV,0
21905,658,NV,0
22382,669,NV,0
22811,679,NV,0
23204,696,NV,0
23672,708,NV,0
24562,724,NV,0
24895,733,NV,0
25385,742,NV,0
25981,755,NV,0
26542,770,NV,0
27101,785,NV,0
27599,796,NV,0
28077,805,NV,0
28479,818,NV,0
29015,841,NV,0
29706,864,NV,0
30415,880,NV,0
31177,890,NV,0
31851,899,NV,0
32536,911,NV,0
33209,922,NV,0
33986,953,NV,0
34833,976,NV,0
35755,995,NV,0
36615,1004,NV,0
37361,1012,NV,0
38056,1022,NV,0
38901,1045,NV,0
39852,1061,NV,0
40854,1078,NV,0
41975,1097,NV,0
42932,1121,NV,0
43856,1142,NV,0
44538,1161,NV,0
45254,1173,NV,0
45924,1188,NV,0
46821,1200,NV,0
47705,1227,NV,0
48628,1243,NV,0
49468,1265,NV,0
50053,1278,NV,0
50622,1299,NV,0
51457,1323,NV,0
52285,1344,NV,0
53116,1362,NV,0
53941,1389,NV,0
54647,1400,NV,0
55285,1415,NV,0
55931,1429,NV,0
56779,1444,NV,0
57640,1462,NV,0
58466,1473,NV,0
59333,1496,NV,0
60077,1504,NV,0
60767,1517,NV,0
61454,1537,NV,0
62295,1553,NV,0
63169,1570,NV,0
64173,1591,NV,0
65317,1610,NV,0
66261,1625,NV,0
67096,1636,NV,0
68030,1650,NV,0
69078,1673,NV,0
70300,1697,NV,0
71404,1717,NV,0
72609,1733,NV,0
73761,1749,NV,0
74781,1762,NV,0
75880,1788,NV,0
77169,1813,NV,0
78515,1846,NV,0
80018,1879,NV,0
81534,1906,NV,0
82767,1925,NV,0
83812,1950,NV,0
85023,1979,NV,0
86504,1999,NV,0
88136,2023,NV,0
89917,2042,NV,0
91795,2076,NV,0
93490,2100,NV,0
95007,2122,NV,0
96653,2152,NV,0
98658,2182,NV,0
100810,2225,NV,0
102948,2248,NV,0
105337,2286,NV,0
107379,2313,NV,0
109234,2335,NV,0
110949,2362,NV,0
112653,2399,NV,0
114663,2449,NV,0
117172,2499,NV,0
119751,2540,NV,0
121930,2575,NV,0
124132,2605,NV,0
126279,2654,NV,0
128833,2705,NV,0
131300,2759,NV,0
134069,2812,NV,0
136966,2863,NV,0
139171,2898,NV,0
141424,2930,NV,0
143914,2988,NV,0
146511,3034,NV,0
149146,3079,NV,0
152373,3132,NV,0
155558,3206,NV,0
158122,3239,NV,0
160679,3273,NV,0
163678,3326,NV,0
166694,3404,NV,0
170373,3465,NV,0
173703,3535,NV,0
177048,3585,NV,0
180119,3626,NV,0
182900,3652,NV,0
185890,3716,NV,0
189488,3784,NV,0
192966,3838,NV,0
196631,3910,NV,0
200566,3988,NV,0
203799,4044,NV,0
206579,4082,NV,0
210309,4154,NV,0
214446,4221,NV,0
218625,4288,NV,0
223376,4357,NV,0
228161,4451,NV,0
232424,4495,NV,0
236329,4530,NV,0
240811,4624,NV,0
245698,4707,NV,0
251243,4807,NV,0
257204,4899,NV,0
263105,5010,NV,0
268065,5098,NV,0
272671,5143,NV,0
277982,5254,NV,0
283762,5365,NV,0
289022,5443,NV,0
295227,5551,NV,0
301856,5669,NV,0
307301,5762,NV,0
312287,5834,NV,0
317967,5948,NV,0
324942,6093,NV,0
332262,6213,NV,0
340042,6336,NV,0
347317,6463,NV,0
353723,6566,NV,0
359348,6641,NV,0
366233,6770,NV,0
374023,6938,NV,0
381664,7058,NV,0
390272,7235,NV,0
399330,7399,NV,0
407573,7515,NV,0
414567,7584,NV,0
423683,7749,NV,0
433492,7952,NV,0
443630,8148,NV,0
453565,8358,NV,0
464598,8553,NV,0
474245,8695,NV,0
483153,8812,NV,0
493544,9018,NV,0
504423,9214,NV,0
515755,9422,NV,0
527808,9604,NV,0
540593,9806,NV,0
551533,9904,NV,0
561581,10002,NV,0
573758,10168,NV,0
586522,10431,NV,0
600152,10694,NV,0
614986,10929,NV,0
629850,11149,NV,0
642215,11292,NV,0
653442,11423,NV,0
665968,11619,NV,0
680132,11857,NV,0
695755,12091,NV,0
712249,12292,NV,0
728834,12485,NV,0
742105,12613,NV,0
752343,12731,NV,0
765117,12962,NV,0
778560,13140,NV,0
793372,13394,NV,0
808828,13641,NV,0
822985,13877,NV,0
834913,14054,NV,0
843898,14208,NV,0
855054,14413,NV,0
867991,14702,NV,0
881727,14981,NV,0
895620,15278,NV,0
908839,15528,NV,0
918444,15691,NV,0
925321,15792,NV,0
934161,16038,NV,0
945218,16314,NV,0
957692,16579,NV,0
970758,16848,NV,0
982937,17072,NV,0
991700,17201,NV,0
998678,17293,NV,0
1007627,17535,NV,0
1018199,17823,NV,0
1030125,18057,NV,0
1041583,18255,NV,0
1049717,18389,NV,0
1056265,18472,NV,0
1061074,18555,NV,0
1068476,18801,NV,0
1076880,19058,NV,0
1086997,19281,NV,0
1096855,19437,NV,0
1102256,19498,NV,0
1107137,19630,NV,0
1111631,19712,NV,0
1117256,19929,NV,0
1124482,20171,NV,0
1133802,20334,NV,0
1139800,20432,NV,0
1144943,20526,NV,0
1150265,20641,NV,0
1154850,20719,NV,0
1160243,20915,NV,0
1166958,21121,NV,0
1175343,21300,NV,0
1183963,21479,NV,0
1192114,21637,NV,0
1198512,21767,NV,0
1201894,21847,NV,0
1206125,22037,NV,0
1210854,22264,NV,0
1216780,22521,NV,0
1222459,22698,NV,0
1227723,22830,NV,0
1231965,22926,NV,0
1234772,23001,NV,0
1237810,23148,NV,0
1241863,23307,NV,0
1247674,23469,NV,0
1253127,23610,NV,0
1258093,23769,NV,0
1261546,23860,NV,0
1263833,23931,NV,0
1266464,24100,NV,0
1270001,24276,NV,0
1275334,24429,NV,0
1280501,24599,NV,0
1285059,24735,NV,0
1288669,24828,NV,0
1291025,24884,NV,0
1293892,25022,NV,0
1297537,25195,NV,0
1302811,25330,NV,0
1307806,25457,NV,0
1313209,25578,NV,0
1316520,25631,NV,0
1319060,25702,NV,0
1322406,25862,NV,0
1326891,26017,NV,0
1333332,26191,NV,0
1340054,26320,NV,0
1346527,26404,NV,0
1351190,26470,NV,0
1354545,26531,NV,0
1358871,26690,NV,0
1364861,26847,NV,0
1373139,26991,NV,0
1381273,27146,NV,0
1389570,27306,NV,0
1395528,27404,NV,0
1399934,27480,NV,0
1405394,27650,NV,0
1412748,27844,NV,0
1422927,28046,NV,0
1433200,28227,NV,0
1442457,28392,NV,0
1449741,28502,NV,0
1455421,28616,NV,0
1458785,28698,NV,0
1465265,28925,NV,0
1474452,29195,NV,0
1487497,29434,NV,0
1500873,29684,NV,0
1509983,29835,NV,0
1516865,29969,NV,0
1526595,30239,NV,0
1538516,30535,NV,0
1553659,30811,NV,0
1569596,31078,NV,0
1584972,31344,NV,0
1596201,31514,NV,0
1604183,31677,NV,0
1615747,32018,NV,0
1630013,32368,NV,0
1646775,32737,NV,0
1665001,33068,NV,0
1682527,33363,NV,0
1694568,33571,NV,0
1703036,33752,NV,0
1713684,34043,NV,0
1725029,34456,NV,0
1742710,34885,NV,0
1762713,35326,NV,0
1783169,35729,NV,0
1797027,35994,NV,0
1807327,36255,NV,0
1820725,36692,NV,0
1836260,37178,NV,0
1855806,37649,NV,0
1875605,38074,NV,0
1893192,38479,NV,0
1905430,38718,NV,0
1913415,39012,NV,0
1925224,39477,NV,0
1939901,39950,NV,0
1956454,40389,NV,0
